lead_id,url,source_dt,classification
BB33BBC2-6B4C-BC49-BFC3-E222E178A339,https://quote.insurancequotes.com/auto-insurance?wsc=659&adv=1&heading=&tk=R29vZ2xlLGF3bC1kaXNwbGF5LEdETiAtIEF1dG8gLSBSTSxHRE4gLSBBdXRvIC0gUk0scmVzcG9uc2l2ZSBkaXNwbGF5IGFk&kw=&device=m&matchtype=&cid=309683223338&adposition=none&gclid=Cj0KCQiA37HhBRC8ARIsAPWoO0xbchYClXpuo12XAS9A9gjyZojreu1mNOTOuDn8XhW3FRG_3dVW1RQaAtEJEALw_wcB,1/2/19,insurance_auto
82D5DF6C-9754-E560-1ACB-1DC01B89E9B0,https://everquote.com/auto_policies?zip_code=63031,1/2/19,insurance_auto
11FCDA34-BD1E-2CBF-FE0A-DB4CC169F04E,https://auto.provide-insurance.com/auto_policies?zip_code=45014,1/2/19,insurance_auto
B9B258F9-4051-B065-29D9-C16325ED2A5D,https://quotes.healthcare.com/survey/contact/?zip=14214&flow=no_fas&income=58&size=1&qle=6&src=10&subid=NT.1.1.10.1.1.00.2.2G.1&utm_source=google&utm_term=cobra&utm_content=e&pubid=g&iv=__iv_p_1_a_661590436_g_54470214167_k_kwd-300130974452_w_cobra_d_c_m_e_h_9005543_c_318437201646_r_1t1_n_g_z_2_vi__&gclid=Cj0KCQiA37HhBRC8ARIsAPWoO0ztv0dWDHqtY8hZ2XoGSSYcngqNt8zbnn_rY0Ma6MrqmPwNMONIxlcaAmA4EALw_wcB,1/2/19,insurance_auto
0C86942B-C2A9-E7D9-3AC9-BC10D74F7519,https://quote.discount-car-insurance-rates.com/AutoSimple/Vehicles?as=wtlv5b2huhbyujq1ykgna0d3,1/2/19,insurance_auto
03BB1EE1-2BC1-9B5A-CA8B-4AC854DADB92,http://lower-insurance-rates.com/,1/2/19,insurance_auto
E5F3CCB3-10C3-B56F-53B7-F1C21625F108,https://bestautoinsurance.com/quotes/listings.php?zipcode=70634&state=LA&Referrer=MDA,1/2/19,insurance_auto
BA0C2318-8DF2-040A-DC2B-84CD20FE9B55,https://usinsuranceonline.com/?as=qvxcvoi4fggngc0bke2xcb4h&kno=2&ver=desktop&wsc=1&adv=16&tk=bXNuLEJpbmcgLSBBdXRvLEJpbmcgLSBBdXRvIC0gQnJhbmRzLGdvb2QgdG8gZ28sW2dvb2QgdG8gZ28gaW5zdXJhbmNlIHF1b3Rlc10=&kw=[good to go insurance quotes]&profile=auto&rawkeyword=good to go insurance quotes&device=c&devicemodel={devicemodel}&matchtype=e&cid={creative}&adposition={adposition}&network=o&geo=usa&heading=Good To Go Insurance - Free Online Quotes&size=28&top=34&msclkid=af1c9eac52191f57187fc280a052e184,1/2/19,insurance_auto
A5C094B4-117A-E6F1-9C74-5B68C411D265,https://expert-autoinsurance.com/auto_policies,1/2/19,insurance_auto
99FEDC92-3E73-FD12-2CD4-1421CD2CBCA2,http://openenrollment2019.com/quickquotes,1/2/19,insurance_auto
451B8280-218C-7C66-0DF0-A01824CF2C41,https://insurance.comparisons.org/quoteFS2A1A/?sub=1561-ADV-MFRB_Auto_Native-&state=WA&transaction_id=1029820315286193190102#1,1/2/19,insurance_auto
8C457610-4B91-62A2-19AF-FF52A75A2037,https://everquote.com/auto_policies?zip_code=11792,1/2/19,insurance_auto
9080B2D4-933D-DA78-4D91-0137D8D23F23,https://auto.everquote.com/exits?path=2&tid=526&zip_code=64129,1/2/19,insurance_auto
31D68994-15F5-65B1-59F2-42B2B33175FA,https://quote.insurancequotes.com/?as=rgpu2tg4verd4hcxzirseyce&wsc=659&adv=83&heading=California Drivers - Compare Super Cheap Car Insurance: $19/ Month&tk=ZmFjZWJvb2ssYXdsLGZiLWF1dG8tc3RhdGUsZmItYXV0by1zdGF0ZS1jYWxpZm9ybmlhLXNpbSxmYi1hdXRvLXN0YXRlLWNhbGlmb3JuaWEtc2lt&utm_source=facebook&utm_medium=display&utm_campaign=fb-auto-state-california-sim,1/2/19,insurance_auto
208C6184-3C7B-BBA9-32E4-14BE0339BC92,https://auto.com/cars-for-sale/dealers/Boch_New_to_You_Superstore-02062-196360,1/2/19,insurance_auto
2F2C2112-D1D8-68B9-982B-E277ACBF57DA,https://everquote.com/auto_policies?current_step=/auto_policies/three_step_minimal_foundation/s2_primarydriver,1/2/19,insurance_auto
4D297508-41FF-7CF0-5287-D86F2A42C2E0,https://quote.discount-car-insurance-rates.com/AutoSimple/Vehicles?as=mu4iguyqtwdczg4ohoyfm5ey,1/2/19,insurance_auto
2FDFC2FE-0A86-FC12-BD81-E98451A6FADA,https://lmbinsurance.com/auto/formProcessing.insf,1/2/19,insurance_auto
55F6391E-0645-8CBC-7ECB-604B5DEDEAC6,https://quote.insurancequotes.com/AutoSimple/Insurance?as=efx2yfnfuye3z3vzl10vcyda,1/2/19,insurance_auto
C5695C2B-FFC6-689C-4EC7-96DAC855F3E5,https://quote.insurancequotes.com/AutoSimple/Incidents?as=4bxyodlmzzveqtxc0oxfi0xu,1/2/19,insurance_auto
769431D8-53C2-BCE6-531F-6D83D633CA7F,https://everquote.com/auto_policies?zip_code=60062#stage3,1/2/19,insurance_auto
714FDB6F-D963-A8BB-0B8E-0B4AA33AF508,https://quotes.carinsurance.com/form?PostalCode=28658&zip=28658&CurrentlyInsured=&carrierDisplay=&age=30&OwnHome=No&MaritalStatus=Yes&LicenseStatus=Suspended&&sid=1099106797&flowtype=ahybrid&primary=sform&quadlink=http://o1.qnsr.com/cgi/r?;n=203;c=1432777;s=3086;x=7936;f=20945466;u=j;z=TIMESTAMP;&ad=287257770466&fb=insurance+cars&mt=e&adposition=1t4&dev=c&gclid=EAIaIQobChMIzZzO9PbP3wIVEl8NCh3pWQipEAAYBCAAEgKKW_D_BwE&CCID=20308749204432777&QTR=ZZf20945466Za20308749Zg255Zw0Zm0Zc204432777Zs3086ZZ&CLK=996190102122958169&WT.srch=1&src=569728&pub_name=PPC.Insure.com,1/2/19,insurance_auto
EC45AF99-77DC-AA1C-6AFB-43A6D72CC097,https://quote.usinsuranceonline.com/Auto?zipCode=32065&as=h3x3w1vpfz4a3ss5arohgppx,1/2/19,insurance_auto
CAE40F6B-75BF-F95E-1AA1-F2A3831913DA,https://auto.everquote.com/exits?path=2&tid=218&zip_code=36117,1/2/19,insurance_auto
9D20DC06-4286-F5C1-59F9-5AEEAAC9FC14,http://lower-insurance-rates.com/,1/2/19,insurance_auto
62769442-D34B-A3D5-2833-A834808D54B3,https://lmbinsurance.com/auto/formProcessing.insf,1/2/19,insurance_auto
8F5DF6CA-4A21-5901-2454-0FCAD32AC0BC,https://quote.discount-car-insurance-rates.com/Exit?leadType=AUTO&as=za4l3g2elsyakqtsba2dyb30#step12,1/2/19,insurance_auto
12C964A1-8475-34B3-FC26-9E69FB8D582B,http://usedcars.carsource.me/fb/listings_dy_t2_addr_cb_ux20171102.php?a=1k1k1j1n1i1l1n1g1n&zip=38401&page=1&radius=100&new_used=&make=&model=&car_type=SUV&price_search=&vdp=/fb/ea_vdp_addr_ux20141001_cb.php&change_search=&price_min=0&price_max=0&mileage=0&sort_by=auto&year_min=0&year_max=0&color=&condition=&payment_term=72&down_payment=2000&interest_rate=2.99,1/2/19,insurance_auto
78C181F6-6FB1-A63A-CA1A-FAAB2323D005,https://auto.com/,1/2/19,insurance_auto
87AE2FA8-3A52-CB5E-DD07-EB104017A95E,https://everquote.com/auto_policies?current_step=/auto_policies/three_step_minimal_foundation/s2_primarydriver,1/2/19,insurance_auto
D10028C6-633C-FF3D-15A5-F72F33B3A6A6,https://everquote.com/auto_policies?p=28,1/2/19,insurance_auto
6D2BE651-372F-76C9-0F18-223E8E6435B5,https://auto.com/cars/toyota-camry-xle-2004-4t1be30k44u379334,1/2/19,insurance_auto
3E6349A5-B515-0BB3-9545-BF8E0AD5BE97,https://insure-my-auto.com/auto_policies,1/2/19,insurance_auto
A138FF65-BA9E-608E-6B16-DB6E4473F410,https://insurance.comparisons.org/quoteFS2A1A/?sub=1561-ADV-MFRB_Auto_Native-&state=NC&transaction_id=1027121794237193190104#1,1/4/19,insurance_auto
5989CBDE-4EB5-D2E0-47EE-776E4C515A06,https://quote.insurancequotes.com/auto-insurance?wsc=659&adv=1&heading=Compare+Super+Cheap+Car+Insurance+Quotes&tk=R29vZ2xlLGF3bC1kaXNwbGF5LGRpc3BsYXkgLSBhdXRvLGRpc3BsYXkgLSBhdXRvIC0gcm0scmVzcG9uc2l2ZSBhZA==&kw=&device=m&matchtype=&cid=296540080312&adposition=none&gclid=EAIaIQobChMI49WYqZzT3wIVhs5bCh1K3QjiEAEYASAAEgI3k_D_BwE,1/4/19,insurance_auto
193458DC-F481-7319-D5E4-A64EE9804B1A,https://getquotes.cheapautoinsurance.org/AutoSimple/Contact?as=ff23id4rbvaro25hhf2zr2vu,1/4/19,insurance_auto
757F3FF5-D79B-7C4D-C1A1-22B1A36A1D97,https://auto.everquote.com/auto_policies?p=2,1/4/19,insurance_auto
33F57C17-C877-33D7-0716-5F97A30B8CE1,https://auto.com/cars/gmc-terrain-slt-2016-2gkflpe33g6158495#ad_carousel,1/4/19,insurance_auto
279B790E-C49F-32FB-3230-10C126863943,https://everquote.com/auto_policies?zip_code=32730,1/4/19,insurance_auto
716F56D8-11DC-882F-4A2A-9462EF61D7E2,https://lmbinsurance.com/auto/formProcessing.insf?skipUF=false&numberOfIncidents=1&inquirySignature=1c03af9e03387be1e41cb407fdc01ab7&forceTqId=&presentationId=2672825&partnerClickId=&savings=&id=649515928&rootVerticalVisitorId=&prepopOptout=false&force=&matched=false&trafficQualifier=14422&visitorId=3557235759&customersInMap=[object+Object]&presentationName=2672825_IAU_LP_HL_v2_End_AsLowAs_$9wk&pageID=5019915&inquiryId=649515928&customers=[object+Object]&formFilledUF=false&logicalPageName=Landing+Page&maProviders=&parentId=&zipcodeUF=false&x=0&y=0&currentService=0&sourceId=237116708-434570566-222632&pageNumber=2&clickId=&driverVehiclesInMap=[object+Object]&pageName=IAU_LP_DLP&testName=IAU_LP_1_2_18&trafficQualifierId=14422&zipcode=46808&leads=[object+Object]&prepopFlag=false&vehicleIndex=1&ownResidence=true&childrenDrive=false&providerId=&hasAccidents=true&insuranceTypeId=0&appName=IAU&coverageType=0&verticalName=IAU+DLP+LANDING+PAGE&driverIndex=1&verticalVisitorId=4563609988&hasDui=false&testId=1943803&desiredCoverage=1&hasInsurance=true&token=1876858752&applicationId=649515928,1/4/19,insurance_auto
